Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
2025-11-11 15:30:00+00:00,272.5,289.1499938964844,503.45001220703125,274.3460998535156,290.3550109863281,504.82000732421875,272.42999267578125,288.7900085449219,502.3487854003906,274.1000061035156,289.4049987792969,504.7200012207031,3452496,975039,1090927
2025-11-11 16:30:00+00:00,273.31500244140625,290.0199890136719,504.70001220703125,273.614990234375,290.6000061035156,505.44000244140625,271.7799987792969,288.7699890136719,502.95001220703125,272.510009765625,289.17999267578125,503.45001220703125,2525614,831517,681031
2025-11-11 17:30:00+00:00,274.4800109863281,289.7900085449219,506.6300048828125,274.70001220703125,290.20001220703125,506.7900085449219,273.0299987792969,289.2699890136719,504.3399963378906,273.3299865722656,290.0299987792969,504.7049865722656,2634766,614277,662169
2025-11-11 18:30:00+00:00,275.32000732421875,290.5899963378906,509.159912109375,275.6600036621094,291.69000244140625,509.2013854980469,274.1600036621094,289.4200134277344,506.6116943359375,274.489990234375,289.79998779296875,506.70001220703125,3455305,1003383,1020976
2025-11-11 19:30:00+00:00,275.25,291.2099914550781,508.9200134277344,275.760009765625,291.3399963378906,509.55999755859375,275.04998779296875,290.5299987792969,508.6400146484375,275.3299865722656,290.5899963378906,509.1499938964844,2653431,756962,875916
2025-11-11 20:30:00+00:00,275.29998779296875,291.7099914550781,508.82000732421875,275.8450012207031,292.3399963378906,509.6000061035156,274.79998779296875,291.080810546875,508.0299987792969,275.239990234375,291.2300109863281,508.9100036621094,4039713,1643758,1463118
2025-11-12 14:30:00+00:00,272.94000244140625,287.5199890136719,505.69500732421875,275.239990234375,292.2699890136719,509.25,271.8699951171875,286.20001220703125,504.75,275.07501220703125,292.1700134277344,509.05999755859375,10718425,3474571,3026898
2025-11-12 15:30:00+00:00,274.6000061035156,285.9700012207031,501.7049865722656,274.6099853515625,287.6499938964844,505.760009765625,272.54998779296875,284.3800048828125,499.75,272.9100036621094,287.5,505.7049865722656,3328165,1778598,2115827
2025-11-12 16:30:00+00:00,274.3900146484375,286.4205017089844,501.9100036621094,274.8500061035156,286.5199890136719,502.5299987792969,273.7250061035156,284.45001220703125,499.1200866699219,274.5899963378906,285.9700012207031,501.69000244140625,2104341,1136343,1543142
2025-11-12 17:30:00+00:00,274.9800109863281,286.8399963378906,508.2300109863281,275.1400146484375,287.3999938964844,508.5,274.1199951171875,286.0,501.75,274.3800048828125,286.42498779296875,501.9100036621094,1642127,909402,1973662
2025-11-12 18:30:00+00:00,274.45001220703125,286.6026916503906,509.510009765625,275.7300109863281,287.1300048828125,510.07000732421875,274.42999267578125,286.2950134277344,507.8500061035156,274.989990234375,286.8399963378906,508.239990234375,2013567,700361,1361268
2025-11-12 19:30:00+00:00,274.04998779296875,287.20001220703125,510.80499267578125,274.69000244140625,287.2460021972656,511.4700012207031,273.5,286.30999755859375,509.44000244140625,274.45001220703125,286.625,509.5400085449219,2059500,802366,1661864
2025-11-12 20:30:00+00:00,273.4700012207031,287.4100036621094,511.3599853515625,274.3999938964844,287.9100036621094,511.6700134277344,272.9700012207031,286.9700012207031,510.2200012207031,274.04998779296875,287.2200012207031,510.80499267578125,3569857,1235131,2256557
2025-11-13 14:30:00+00:00,273.7099914550781,280.2550048828125,511.6535949707031,276.6990051269531,283.510009765625,513.5,273.2900085449219,278.0,505.45001220703125,274.2699890136719,282.9849853515625,510.30999755859375,10014720,3291073,4251762
2025-11-13 15:30:00+00:00,274.037109375,280.6600036621094,509.9150085449219,274.19000244140625,281.5199890136719,512.9400024414062,272.17999267578125,278.3699951171875,509.2699890136719,273.7001037597656,280.2099914550781,511.6499938964844,3931506,1501649,1796323
2025-11-13 16:30:00+00:00,272.8599853515625,281.17401123046875,509.7049865722656,274.4898986816406,281.2900085449219,510.45001220703125,272.4599914550781,279.9800109863281,508.010009765625,274.0299987792969,280.6400146484375,509.9700012207031,2339844,847764,1119963
2025-11-13 17:30:00+00:00,272.5700988769531,278.7749938964844,506.92999267578125,273.32000732421875,281.5400085449219,510.03729248046875,272.5,278.5299987792969,506.760009765625,272.8399963378906,281.260009765625,509.7799987792969,1922883,780891,782745
2025-11-13 18:30:00+00:00,273.5299987792969,280.18499755859375,504.6400146484375,273.8500061035156,280.2300109863281,506.94000244140625,272.1000061035156,278.04998779296875,502.94000244140625,272.55999755859375,278.7699890136719,506.92999267578125,3060900,1039422,1616304
2025-11-13 19:30:00+00:00,273.03961181640625,280.4150085449219,502.7799987792969,273.69000244140625,280.50201416015625,504.9100036621094,272.5450134277344,279.0299987792969,501.2900085449219,273.5350036621094,280.1499938964844,504.6400146484375,2603044,998506,1684269
2025-11-13 20:30:00+00:00,273.0400085449219,279.1300048828125,503.3699951171875,273.6000061035156,280.57000732421875,504.1449890136719,272.5,278.1199951171875,501.8309020996094,273.0299987792969,280.44000244140625,502.7900085449219,3833536,6786981,1981710
2025-11-14 14:30:00+00:00,273.7591857910156,277.2900085449219,505.41729736328125,273.8900146484375,277.5140075683594,506.2250061035156,269.6000061035156,271.4100036621094,497.44000244140625,271.04998779296875,271.9800109863281,498.2300109863281,10617822,4228630,5508611
2025-11-14 15:30:00+00:00,274.6499938964844,278.9849853515625,509.5,274.6499938964844,279.06988525390625,509.5,273.20001220703125,276.9800109863281,504.8999938964844,273.7699890136719,277.2699890136719,505.3699951171875,3569903,1752618,1606836
2025-11-14 16:30:00+00:00,275.7049865722656,278.5400085449219,509.6400146484375,275.9200134277344,279.1499938964844,511.4100036621094,273.54998779296875,277.9200134277344,508.1199951171875,274.6449890136719,278.9599914550781,509.510009765625,4251993,968294,1398752
2025-11-14 17:30:00+00:00,274.5849914550781,277.79998779296875,508.0101013183594,275.95831298828125,278.9419860839844,509.89990234375,274.2300109863281,276.8900146484375,507.4100036621094,275.7099914550781,278.5350036621094,509.6499938964844,1963757,955999,910012
2025-11-14 18:30:00+00:00,273.9599914550781,278.2300109863281,510.44000244140625,274.760009765625,278.3800048828125,510.7799987792969,273.8399963378906,276.8299865722656,507.6199951171875,274.57000732421875,277.7799987792969,508.010009765625,1593851,684070,1427094
2025-11-14 19:30:00+00:00,272.989990234375,277.17999267578125,510.05999755859375,274.25,278.6000061035156,511.6000061035156,272.8900146484375,277.0,509.6000061035156,273.9700012207031,278.2250061035156,510.4599914550781,2106336,824026,1335354
2025-11-14 20:30:00+00:00,272.4100036621094,276.989990234375,510.3890075683594,273.260009765625,277.55999755859375,510.4035949707031,272.1700134277344,276.29998779296875,508.7099914550781,272.9700012207031,277.1499938964844,510.0400085449219,3221940,1086591,1499687
